"","year","net_income","total_assets"
"135351",2013,18119,904901
"135352",2013,3712,118232
"135353",2013,-113387,814425
"135354",2013,52100,1825105
"135355",2013,-31696,1076860
"135356",2013,3516,18573
"135357",2013,3660,13526
"135358",2013,42676,68291
"135359",2013,24326,17907
"135360",2013,25183,19277
"135361",2013,10230,223469
"135362",2013,3284,103379
"135363",2013,32473,41604
"135364",2013,2251,30629
"135365",2013,31142,50880
"135366",2013,13695,86356
"135367",2013,906,20593
"135368",2013,2712,15712
"135369",2013,21919,95324
"135370",2013,9964,19205
"135371",2013,7247,56960
"135372",2013,1239,14410
"135373",2013,598,40392
"135374",2013,3822,228520
"135375",2013,-2358,56469
"135376",2013,1604,32243
"135377",2013,10167,349427
"135378",2013,874,15164
"135379",2013,959,21783
"135380",2013,390,25326
"135381",2013,1310,10770
"135382",2013,2450,11350
"135383",2013,25580,197340
"135384",2013,5970,30630
"135385",2013,8296,10183
"135386",2013,562,10722
"135387",2013,1637,105996
"135388",2013,9122,57426
"135389",2013,75,7994
"135390",2013,15330,103920
"135391",2013,138,17530
"135392",2013,3400,24000
"135393",2013,202,36832
"135394",2013,1321,13553
"135395",2013,79520,149510
"135396",2013,480,15844
"135397",2013,913,26991
"135398",2013,654,46420
"135399",2013,209,37061
"135400",2013,4320,29941
"135401",2013,5042,43624
"135402",2013,10138,113127
"135403",2013,1140,10129
"135404",2013,736,14384
"135405",2013,459,4236
"135406",2013,2792,77609
"135407",2013,-536,40367
"135408",2013,14759,80872
"135409",2013,462,282304
"135410",2013,1176,102293
"135411",2013,221,8987
"135412",2013,-2743,36250
"135413",2013,-549,12150
"135414",2013,1382,7535
"135415",2013,4459,5113
"135416",2013,6043,180214
"135417",2013,113,117090
"135418",2013,100,15009
"135419",2013,168,5081
"135420",2013,2049,10760
"135421",2013,916,41649
"135422",2013,2983,25878
"135423",2013,6820,76345
"135424",2013,-4782,120045
"135425",2013,211,24411
"135426",2013,752,61187
"135427",2013,31,24224
"135428",2013,64,36252
"135429",2013,701,25331
"135430",2013,1900,12682
"135431",2013,-1896,88603
"135432",2013,6124,26456
"135433",2013,6540,26360
"135434",2013,602,5765
"135435",2013,3035,10788
"135436",2013,856,8608
"135437",2013,2523,26906
"135438",2013,283323,3767979
"135439",2013,21999,331783
"135440",2013,7681,77905
"135441",2013,24867,323937
"135442",2013,6099,32747
"135443",2013,54262,297055
"135444",2013,-3925,57651
"135445",2013,960,85908
"135446",2013,6202,59602
"135447",2013,57282,536245
"135448",2013,1482,13958
"135449",2013,5722,43831
"135450",2013,5417,13502
"135451",2013,-484,5934
"135452",2013,50179,389548
"135453",2013,843,57023
"135454",2013,45,60053
"135455",2013,41587,69447
"135456",2013,320465,1564065
"135457",2013,24037,29141
"135458",2013,5898,46587
"135459",2013,956177,7315023
"135460",2013,93606,198563
"135461",2013,2098,19423
"135462",2013,362603,1863124
"135463",2013,361146,1090265
"135464",2013,14147,95983
"135465",2013,3878,15148
"135466",2013,292,12337
"135467",2013,-1627,72087
"135468",2013,22939,41514
"135469",2013,22488,417029
"135470",2013,29905,59206
"135471",2013,3165,25764
"135472",2013,28,45863
"135473",2013,24605,33000
"135474",2013,939,36531
"135475",2013,2192,45521
"135476",2013,3850,8290
"135477",2013,1098,10673
"135478",2013,9179,105964
"135479",2013,8574,128356
"135480",2013,72132,2077748
"135481",2013,816,73733
"135482",2013,103,68977
"135483",2013,2229,263331
"135484",2013,86056,249981
"135485",2013,5737,9057
"135486",2013,50,5543
"135487",2013,7022,48276
"135488",2013,43830,428068
"135489",2013,-887,41185
"135490",2013,314,14683
"135491",2013,168,26210
"135492",2013,4890,39564
"135493",2013,10595,19868
"135494",2013,2520,29658
"135495",2013,15786,324970
"135496",2013,47775,195654
"135497",2013,-1160,239714
"135498",2013,2636,50632
"135499",2013,15252,177511
"135500",2013,-3645,478905
"135501",2013,10876,44300
"135502",2013,2424,21020
"135503",2013,3125,5895
"135504",2013,215,29374
"135505",2013,378,616259
"135506",2013,-7,1325
"135507",2013,8725,40960
"135508",2013,26521,62117
"135509",2013,3082,42947
"135510",2013,-2283,46326
"135511",2013,-1009,127535
"135512",2013,10943,88267
"135513",2013,21138,117530
"135514",2013,1236,16168
"135515",2013,24880,198871
"135516",2013,2770,15560
"135517",2013,21399,10562
"135518",2013,475,19077
"135519",2013,4112,83508
"135520",2013,208,9811
"135521",2013,4442,32264
"135522",2013,470,13772
"135523",2013,19685,176517
"135524",2013,404,45201
"135525",2013,620,14975
"135526",2013,5916,13138
"135527",2013,74061,101254
"135528",2013,19462,160500
"135529",2013,49805,124560
"135530",2013,604,3295
"135531",2013,73,24997
"135532",2013,902,53646
"135533",2013,522,13140
"135534",2013,988,6880
"135535",2013,737,29037
"135536",2013,321,10121
"135537",2013,503,53041
"135538",2013,28219,451826
"135539",2013,1124,70348
"135540",2013,15400,49500
"135541",2013,13093,35971
"135542",2013,432,19932
"135543",2013,1492,27988
"135544",2013,19130,26104
"135545",2013,78395,78457
"135546",2013,21485,220309
"135547",2013,8348,56122
"135548",2013,498,187839
"135549",2013,-369,103374
"135550",2013,561,13315
"135551",2013,89443,413393
"135552",2013,660,92014
"135553",2013,21661,107660
"135554",2013,28317,102131
"135555",2013,5044,50124
"135556",2013,9625,48015
"135557",2013,-219,86035
"135558",2013,371,69395
"135559",2013,14518,42232
"135560",2013,1753,31561
"135561",2013,3819,10590
"135562",2013,17179,84725
"135563",2013,13478,95147
"135564",2013,235,4830
"135565",2013,566,27284
"135566",2013,967,37123
"135567",2013,31,3055
"135568",2013,6197,10049
"135569",2013,-4342,232074
"135570",2013,1194,12361
"135571",2013,12330,26568
"135572",2013,23451,35142
"135573",2013,1507,70672
"135574",2013,23781,90921
"135575",2013,146,15124
"135576",2013,15743,1121989
"135577",2013,9390,1545665
"135578",2013,1422,27602
"135579",2013,2787,110973
"135580",2013,314,29949
"135581",2013,8547,99591
"135582",2013,7626,74115
"135583",2013,3789,11342
"135584",2013,169,21998
"135585",2013,-163,25604
"135586",2013,101,24520
"135587",2013,3771,70133
"135588",2013,-50,13215
"135589",2013,3379,33821
"135590",2013,160,4064
"135591",2013,25258,304879
"135592",2013,394,55720
"135593",2013,3690,60009
"135594",2013,19715,77018
"135595",2013,2974,7665
"135596",2013,1029,11477
"135597",2013,2263,84984
"135598",2013,2641,433161
"135599",2013,1890,26855
"135600",2013,3806,123844
"135601",2013,753,77671
"135602",2013,237,44398
"135603",2013,23832,162190
"135604",2013,4868,30000
"135605",2013,51570,104160
"135606",2013,3549,24700
"135607",2013,-4659,37565
"135608",2013,8643,10125
"135609",2013,15406,265424
"135610",2013,-96329,892048
"135611",2013,-15105,361491
"135612",2013,-225,47041
"135613",2013,3450,59604
"135614",2013,15631,23447
"135615",2013,949,21336
"135616",2013,10743,216239
"135617",2013,13,6666
"135618",2013,2408,29629
"135619",2013,1026,24538
"135620",2013,186935,1625794
"135621",2013,811,226277
"135622",2013,3393,106381
"135623",2013,5859,113459
"135624",2013,13009,20368
"135625",2013,-976,62914
"135626",2013,10041,19346
"135627",2013,4769,7220
"135628",2013,2619,25643
"135629",2013,4975,46918
"135630",2013,81632,474218
"135631",2013,964,19185
"135632",2013,102931,104603
"135633",2013,140961,1106935
"135634",2013,735,18937
"135635",2013,311,29035
"135636",2013,6997,114689
"135637",2013,13718,55550
"135638",2013,371,78172
"135639",2013,21606,81007
"135640",2013,182,27202
"135641",2013,-1051,42606
"135642",2013,44861,45229
"135643",2013,1221,11393
"135644",2013,1202,8734
"135645",2013,670,13651
"135646",2013,20510,61036
"135647",2013,246,19807
"135648",2013,-375,6370
"135649",2013,10101,190570
"135650",2013,12662,15987
"135651",2013,219,34897
"135652",2013,3111,28993
"135653",2013,9187,18679
"135654",2013,1923,11521
"135655",2013,23031,458252
"135656",2013,6793,9357
"135657",2013,37223,37655
"135658",2013,189,9330
"135659",2013,17108,125635
"135660",2013,2045,99481
"135661",2013,58,49742
"135662",2013,1313,46401
"135663",2013,1945,26044
"135664",2013,1917,32899
"135665",2013,960,42991
"135666",2013,1413,32887
"135667",2013,-18604,530834
"135668",2013,982,18099
"135669",2013,430,17270
"135670",2013,53033,740137
"135671",2013,85,40414
"135672",2013,454,79243
"135673",2013,4486,145400
"135674",2013,1511,184200
"135675",2013,698,19936
"135676",2013,-547,44496
"135677",2013,811,31352
"135678",2013,6345,51360
"135679",2013,456,84193
"135680",2013,166,31282
"135681",2013,920,69454
"135682",2013,25,8006
"135683",2013,12578,169363
"135684",2013,-7848,118340
"135685",2013,-1479,45037
"135686",2013,1114,56519
"135687",2013,44,23468
"135688",2013,38789,201803
"135689",2013,-4958,180435
"135690",2013,102,10202
"135691",2013,403,37060
"135692",2013,2447,106324
"135693",2013,540,43668
"135694",2013,3800,255524
"135695",2013,55416,232028
"135696",2013,1998,28515
"135697",2013,331,14031
"135698",2013,847,28696
"135699",2013,164,7830
"135700",2013,-1660,35916
"135701",2013,1937,58614
"135702",2013,561,11624
"135703",2013,2149,53877
"135704",2013,1680,33471
"135705",2013,11682,61813
"135706",2013,1399,18738
"135707",2013,12730,86625
"135708",2013,333705,2627079
"135709",2013,91,20334
"135710",2013,996,18552
"135711",2013,1682,10628
"135712",2013,2646,76538
"135713",2013,16104,210531
"135714",2013,4358,376903
"135715",2013,1572,10664
"135716",2013,2107,80323
"135717",2013,101,16478
"135718",2013,845,73113
"135719",2013,303,15525
"135720",2013,53,11290
"135721",2013,413,24396
"135722",2013,-7977,547367
"135723",2013,-4608,223412
"135724",2013,-846,61525
"135725",2013,-1945,60127
"135726",2013,128424,160823
"135727",2013,93727,694216
"135728",2013,6593,44760
"135729",2013,3989,25065
"135730",2013,6578,21757
"135731",2013,2629,15468
"135732",2013,29955,30845
"135733",2013,13763,29246
"135734",2013,50721,982668
"135735",2013,1823,3068
"135736",2013,3273,17498
"135737",2013,340,34038
"135738",2013,23645,26835
"135739",2013,14346,7216
"135740",2013,4630,23916
"135741",2013,16939,516802
"135742",2013,10590,20210
"135743",2013,17754,51314
"135744",2013,2595,31626
"135745",2013,8745,37500
"135746",2013,6883,12894
"135747",2013,-7744,545437
"135748",2013,1437,6780
"135749",2013,345,7984
"135750",2013,15407,7966
"135751",2013,55687,1715794
"135752",2013,37485,91783
"135753",2013,7543,16920
"135754",2013,10479,149267
"135755",2013,2287,13847
"135756",2013,9862,45633
"135757",2013,5707,14412
"135758",2013,10507,48139
"135759",2013,27562,55791
"135760",2013,9278,40835
"135761",2013,10571,72676
"135762",2013,7450,456714
"135763",2013,2253,178679
"135764",2013,45486,364285
"135765",2013,1500,2246
"135766",2013,4510,36013
"135767",2013,17883,277795
"135768",2013,3603,86393
"135769",2013,21114,136988
"135770",2013,-16081,37614
"135771",2013,57801,281782
"135772",2013,35617,174201
"135773",2013,61676,262605
"135774",2013,519,26660
"135775",2013,30,8817
"135776",2013,292,32355
"135777",2013,-6656,60815
"135778",2013,-1654,29195
"135779",2013,889,29894
"135780",2013,60132,527478
"135781",2013,47752,85898
"135782",2013,5400,62503
"135783",2013,3488,64319
"135784",2013,64121,299847
"135785",2013,5195,92857
"135786",2013,-4324,36814
"135787",2013,1814,184720
"135788",2013,-2031,55986
"135789",2013,358,166466
"135790",2013,852,30245
"135791",2013,1656,14609
"135792",2013,2133,76940
"135793",2013,24870,482231
"135794",2013,491,13046
"135795",2013,2045,28859
"135796",2013,3386,31837
"135797",2013,392,10689
"135798",2013,22273,416798
"135799",2013,-886,34890
"135800",2013,-429,33456
"135801",2013,-821,25491
"135802",2013,695,20177
"135803",2013,1206,25764
"135804",2013,941,52713
"135805",2013,1218,24161
"135806",2013,36644,493685
"135807",2013,68031,481285
"135808",2013,168857,1201530
"135809",2013,23005,23160
"135810",2013,38561,49985
"135811",2013,11505,53632
"135812",2013,6145,68168
"135813",2013,13119,39422
"135814",2013,36340,94251
"135815",2013,3950,6067
"135816",2013,3519,949259
"135817",2013,21965,38650
"135818",2013,5701,10900
"135819",2013,1560,32946
"135820",2013,28859,43120
"135821",2013,7023,21076
"135822",2013,-5757,46788
"135823",2013,3020,5000
"135824",2013,9928,7411
"135825",2013,27192,69656
"135826",2013,51390,212248
"135827",2013,323,28631
"135828",2013,140,40335
"135829",2013,18432,43148
"135830",2013,13808,221084
"135831",2013,5561,84782
"135832",2013,5522,6432
"135833",2013,2730,7344
"135834",2013,2097,31213
"135835",2013,7490,57787
"135836",2013,112369,31995
"135837",2013,369,59962
"135838",2013,79302,144285
"135839",2013,9522,17508
"135840",2013,1108,89756
"135841",2013,28297,385216
"135842",2013,16645,16646
"135843",2013,5480,15849
"135844",2013,20514,205475
"135845",2013,10471,40784
"135846",2013,-31584,160702
"135847",2013,7531,28168
"135848",2013,7132,141471
"135849",2013,8782,39467
"135850",2013,7876,30248
"135851",2013,1452,8681
"135852",2013,6669,36301
"135853",2013,14087,45469
"135854",2013,5521,50516
"135855",2013,263,29718
"135856",2013,3556,31600
"135857",2013,459,24035
"135858",2013,8893,29551
"135859",2013,-1653,46684
"135860",2013,967,37290
"135861",2013,-6684,37724
"135862",2013,3082,41212
"135863",2013,12184,2102800
"135864",2013,-395,105710
"135865",2013,46727,429175
"135866",2013,2257,70779
"135867",2013,3241,12955
"135868",2013,806,3754
"135869",2013,4394,29621
"135870",2013,22000,109530
"135871",2013,6548,43525
"135872",2013,8428,20071
"135873",2013,9600,30608
"135874",2013,15066,25975
"135875",2013,14737,16812
"135876",2013,3823,4850
"135877",2013,79022,586104
"135878",2013,6053,75988
"135879",2013,10071,579770
"135880",2013,1389,13072
"135881",2013,4712,9631
"135882",2013,85595,33138
"135883",2013,8085,40953
"135884",2013,1445,16250
"135885",2013,20418,45457
"135886",2013,17291,513436
"135887",2013,-13648,157999
"135888",2013,2900,2500
"135889",2013,10258,12960
"135890",2013,-1195,65388
"135891",2013,19563,12495
"135892",2013,1325,10376
"135893",2013,20348,185557
"135894",2013,6200,836346
"135895",2013,10378,130650
"135896",2013,-299,5734
"135897",2013,1085,11095
"135898",2013,2341,40214
"135899",2013,0,8910
"135900",2013,18945,89475
"135901",2013,1527,3987
"135902",2013,3725,34933
"135903",2013,699,18700
"135904",2013,6586,24593
"135905",2013,1265,22106
"135906",2013,8345,35000
"135907",2013,12750,98260
"135908",2013,86615,373893
"135909",2013,381,19484
"135910",2013,40031,43210
"135911",2013,5210,5375
"135912",2013,656,11237
"135913",2013,80292,30524
"135914",2013,152,34663
"135915",2013,3568,9076
"135916",2013,202,35912
"135917",2013,12481,703362
"135918",2013,2235,22357
"135919",2013,150,18693
"135920",2013,36169,385263
"135921",2013,40431,43365
"135922",2013,7861,8470
"135923",2013,107848,145873
"135924",2013,146,29218
"135925",2013,2349,4750
"135926",2013,58971,96498
"135927",2013,1325,25241
"135928",2013,8209,251288
"135929",2013,21458,747959
"135930",2013,17902,25811
"135931",2013,3510,33220
"135932",2013,2017,105497
"135933",2013,14328,15437
"135934",2013,2196,56941
"135935",2013,20364,21545
"135936",2013,-46,43240
"135937",2013,10211,94978
"135938",2013,4094,6365
"135939",2013,951,80717
"135940",2013,9334,9914
"135941",2013,1320,47668
"135942",2013,2423,25796
"135943",2013,0,17120
"135944",2013,4701,6779
"135945",2013,15470,35045
"135946",2013,3797,9892
"135947",2013,47,20938
"135948",2013,4437,6893
"135949",2013,28828,125464
"135950",2013,57624,57724
"135951",2013,744,15929
"135952",2013,-539,59355
"135953",2013,2893,10885
"135954",2013,71051,179625
"135955",2013,340,46468
"135956",2013,745,3561
"135957",2013,11289,12506
"135958",2013,4320,15890
"135959",2013,14227,93277
"135960",2013,21866,31265
"135961",2013,1264,47333
"135962",2013,6412,36885
"135963",2013,5360,23960
"135964",2013,5208,7920
"135965",2013,6300,12798
"135966",2013,49542,161177
"135967",2013,31107,39871
"135968",2013,17768,17771
"135969",2013,871,11185
"135970",2013,17057,50493
"135971",2013,16450,164482
"135972",2013,818,99884
"135973",2013,9954,10988
"135974",2013,11876,59002
"135975",2013,-2098,56401
"135976",2013,375,50726
"135977",2013,228,5697
"135978",2013,1625,8270
"135979",2013,30978,358841
"135980",2013,664250,7156772
"135981",2013,32334,553297
"135982",2013,396301,5503699
"135983",2013,380,22024
"135984",2013,280238,3399990
"135985",2013,646648,7821784
"135986",2013,51559,101449
"135987",2013,769,9124
"135988",2013,4952,14251
"135989",2013,4335,25409
"135990",2013,-1102,23852
"135991",2013,15516,7678
"135992",2013,2259,3609
"135993",2013,8421,8579
"135994",2013,19902,19911
"135995",2013,46890,63000
"135996",2013,0,256420
"135997",2013,4978,5369
"135998",2013,2925,18725
"135999",2013,31227,44582
"136000",2013,785,6752
"136001",2013,1258,19305
"136002",2013,12020,17980
"136003",2013,50175,118771
"136004",2013,3000,9500
"136005",2013,2275,17896
"136006",2013,180,91053
"136007",2013,2875,426366
"136008",2013,14195,27685
"136009",2013,1134,27513
"136010",2013,2470,16310
"136011",2013,22368,23321
"136012",2013,4586,6131
"136013",2013,248,35387
"136014",2013,25366,28124
"136015",2013,4112,195122
"136016",2013,-176,59131
"136017",2013,100,17394
"136018",2013,20256,20409
"136019",2013,-268,158424
"136020",2013,28377,28470
"136021",2013,44465,52678
"136022",2013,4022,38542
"136023",2013,2160,13460
"136024",2013,12392,17182
"136025",2013,2600,29860
"136026",2013,17455,27399
"136027",2013,6710,420324
"136028",2013,5081,7095
"136029",2013,980,39470
"136030",2013,10173,36282
"136031",2013,4245,44183
"136032",2013,7577,131627
"136033",2013,5520,5528
"136034",2013,15247,202743
"136035",2013,97576,38526
"136036",2013,-838,69353
"136037",2013,6600,22900
"136038",2013,60165,86547
"136039",2013,10225,17992
"136040",2013,36673,99226
"136041",2013,5200,14645
"136042",2013,90000,91200
"136043",2013,1670,77232
"136044",2013,6544,67063
"136045",2013,21547,243124
"136046",2013,-25,8865
"136047",2013,668,14867
"136048",2013,-18468,186995
"136049",2013,8483,9366
"136050",2013,6995,263573
"136051",2013,523732,526732
"136052",2013,976,22000
"136053",2013,8435,78360
"136054",2013,763,7208
"136055",2013,10978,129938
"136056",2013,455,19352
"136057",2013,4037,15973
"136058",2013,71256,203488
"136059",2013,7317,53488
"136060",2013,1257,39813
"136061",2013,1640,7750
"136062",2013,2808,158022
"136063",2013,2612,65786
"136064",2013,4067,79546
"136065",2013,223,9484
"136066",2013,-1645,95904
"136067",2013,278,115498
"136068",2013,4366,42114
"136069",2013,-1017,255716
"136070",2013,4640,19669
"136071",2013,45,3322
"136072",2013,786,69874
"136073",2013,43374,56059
"136074",2013,46034,48041
"136075",2013,78,30267
"136076",2013,-2317,38418
"136077",2013,1698,160968
"136078",2013,28227,227017
"136079",2013,98893,495365
"136080",2013,7129,21132
"136081",2013,16712,17253
"136082",2013,4800,6929
"136083",2013,8769,8771
"136084",2013,-584,37549
"136085",2013,6980,4200
"136086",2013,144640,4826248
"136087",2013,293,16609
"136088",2013,2100,9384
"136089",2013,387,34326
"136090",2013,15571,58712
"136091",2013,11123,13588
"136092",2013,204349,1398230
"136093",2013,53759,73269
"136094",2013,13075,34835
"136095",2013,49014,101000
"136096",2013,24264,48763
"136097",2013,5300,7245
"136098",2013,20265,20350
"136099",2013,9389,29141
"136100",2013,28270,31256
"136101",2013,1622,45560
"136102",2013,-327,203238
"136103",2013,8982,243273
"136104",2013,1986,44619
"136105",2013,3280,17558
"136106",2013,1560,46530
"136107",2013,17619,25588
"136108",2013,23508,36975
"136109",2013,15018,59426
"136110",2013,1480,14360
"136111",2013,7154,35288
"136112",2013,5405,32100
"136113",2013,54681,74796
"136114",2013,5621,6021
"136115",2013,-853,14432
"136116",2013,4973,55090
"136117",2013,9290,45790
"136118",2013,3043,32640
"136119",2013,24289,232091
"136120",2013,19939,10853
"136121",2013,-6909,88077
"136122",2013,3965,188926
"136123",2013,-1070,28205
"136124",2013,8992,235385
"136125",2013,188173,1075772
"136126",2013,-123637,124611
"136127",2013,-1070,23396
"136128",2013,-2878,132183
"136129",2013,2552,53360
"136130",2013,9789,58164
"136131",2013,32375,1734915
"136132",2013,1493,46691
"136133",2013,-291,93631
"136134",2013,289,71542
"136135",2013,82,24130
"136136",2013,-1100,138246
"136137",2013,-18,23725
"136138",2013,-1681,17385
"136139",2013,40,59880
"136140",2013,645,42079
"136141",2013,-1034,133703
"136142",2013,316,19338
"136143",2013,4828,51000
"136144",2013,337,29776
"136145",2013,495,44883
"136146",2013,-574,21619
"136147",2013,2140,71524
"136148",2013,18197,116520
"136149",2013,27317,151566
"136150",2013,7745,15382
"136151",2013,22420,99210
"136152",2013,7140,24452
"136153",2013,5862,15550
"136154",2013,4103,28755
"136155",2013,3805,18682
"136156",2013,12424,39281
"136157",2013,5725,11875
"136158",2013,-1504,10842
"136159",2013,8482,52801
"136160",2013,3310,3980
"136161",2013,2493,32498
"136162",2013,8716,40256
"136163",2013,664,35921
"136164",2013,11381,84350
"136165",2013,40929,183596
"136166",2013,66326,887630
"136167",2013,3210,8594
"136168",2013,2016,5798
"136169",2013,1997,33427
"136170",2013,2524,35191
"136171",2013,-579,13114
"136172",2013,236,18641
"136173",2013,11085,277635
"136174",2013,1430,22947
"136175",2013,2140,181470
"136176",2013,-1005,85395
"136177",2013,133,23670
"136178",2013,204,21304
"136179",2013,-24483,374239
"136180",2013,2564,24931
"136181",2013,1981,18747
"136182",2013,4459,27686
"136183",2013,6369,14957
"136184",2013,19370,16760
"136185",2013,29471,65366
"136186",2013,4012,26990
"136187",2013,11582,20343
"136188",2013,25385,194444
"136189",2013,860,62369
"136190",2013,15844,43442
"136191",2013,5820,7693
"136192",2013,769,33997
"136193",2013,4935,24686
"136194",2013,4599,4673
"136195",2013,4485,169920
"136196",2013,36580,36985
"136197",2013,3488,15913
"136198",2013,1049,6352
"136199",2013,14996,206813
"136200",2013,8615,21295
"136201",2013,3544,15064
"136202",2013,216,29423
"136203",2013,11038,23245
"136204",2013,10575,76936
"136205",2013,-1797,54426
"136206",2013,131031,131304
"136207",2013,24632,179507
"136208",2013,-750,81674
"136209",2013,88207,662461
"136210",2013,3097,39694
"136211",2013,4433,84214
"136212",2013,5749,51719
"136213",2013,272,10452
"136214",2013,473,73764
"136215",2013,273,25592
"136216",2013,-6400,30507
"136217",2013,18985,376490
"136218",2013,15756,1573261
"136219",2013,-5616,80707
"136220",2013,4146,91996
"136221",2013,287,24178
"136222",2013,396,24699
"136223",2013,2072,38516
"136224",2013,45,29396
"136225",2013,548,46639
"136226",2013,3711,20342
"136227",2013,56,20170
"136228",2013,-469,80427
"136229",2013,-20,18245
"136230",2013,5097,17191
"136231",2013,8128,17904
"136232",2013,10956,29045
"136233",2013,8967,18038
"136234",2013,2656,60038
"136235",2013,114,121484
"136236",2013,68659,116197
"136237",2013,390,11614
"136238",2013,39620,242385
"136239",2013,34836,201969
"136240",2013,-9378,92337
"136241",2013,-437,23493
"136242",2013,-428,13924
"136243",2013,-205,78887
"136244",2013,364,78092
"136245",2013,4917,100450
"136246",2013,2805,60486
"136247",2013,-11880,246184
"136248",2013,11802,142203
"136249",2013,122,41532
"136250",2013,343,14366
"136251",2013,166197,1454002
"136252",2013,4839,67893
"136253",2013,688,148643
"136254",2013,-10259,149891
"136255",2013,3548,44971
"136256",2013,2580,60879
"136257",2013,1946,368151
"136258",2013,-236,29180
"136259",2013,1408,33751
"136260",2013,6967,44964
"136261",2013,103,41145
"136262",2013,26554,58358
"136263",2013,32538,77061
"136264",2013,15001,26086
"136265",2013,6960,48500
"136266",2013,2185,78886
"136267",2013,985,6080
"136268",2013,41000,303727
"136269",2013,35777,48365
"136270",2013,5413,16515
"136271",2013,513,3316
"136272",2013,30617,208226
"136273",2013,20352,133945
"136274",2013,1121,88469
"136275",2013,40324,88361
"136276",2013,451,7689
"136277",2013,1050,13500
"136278",2013,16565,30236
"136279",2013,27339,60071
"136280",2013,35700,966559
"136281",2013,16920,32315
"136282",2013,26413,129264
"136283",2013,102389,4939548
"136284",2013,925,20152
"136285",2013,17361,48072
"136286",2013,4357,17853
"136287",2013,50462,142390
"136288",2013,18520,81233
"136289",2013,170049,436795
"136290",2013,366,7635
"136291",2013,5572,473251
"136292",2013,4148,9175
"136293",2013,30000,74931
"136294",2013,1278,16544
"136295",2013,21117,231682
"136296",2013,2888,76784
"136297",2013,17321,81000
"136298",2013,36696,77664
"136299",2013,4412,9982
"136300",2013,39788,233150
"136301",2013,15126,220536
"136302",2013,11332,22502
"136303",2013,91475,107863
"136304",2013,1318,225708
"136305",2013,34053,87866
"136306",2013,2403,4852
"136307",2013,-4458,97486
"136308",2013,4399,34532
"136309",2013,3732,11314
"136310",2013,4520,20190
"136311",2013,1246,9987
"136312",2013,258,5565
"136313",2013,13511,28788
"136314",2013,-1488,100560
"136315",2013,6025,112560
"136316",2013,1910,23450
"136317",2013,105,9107
"136318",2013,1080,7040
"136319",2013,4284,31423
"136320",2013,11867,25950
"136321",2013,528,73123
"136322",2013,11,45778
"136323",2013,11778,68315
"136324",2013,454,7421
"136325",2013,23150,79540
"136326",2013,17132,40985
"136327",2013,10310,46194
"136328",2013,31557,75797
"136329",2013,25015,623138
"136330",2013,480,15970
"136331",2013,13843,1381452
"136332",2013,15928,68622
"136333",2013,256,12702
"136334",2013,24415,25600
"136335",2013,10470,136930
"136336",2013,2462,9402
"136337",2013,12943,21967
"136338",2013,33682,154475
"136339",2013,12291,15590
"136340",2013,18925,152067
"136341",2013,84348,413653
"136342",2013,630,20350
"136343",2013,607,756759
"136344",2013,25524,123261
"136345",2013,18442,34852
"136346",2013,2674,26045
"136347",2013,19364,57232
"136348",2013,5570,5736
"136349",2013,40343,109683
"136350",2013,-87000,1288371
"136351",2013,32638,158397
"136352",2013,2989,23260
"136353",2013,21410,596622
"136354",2013,7400,73468
"136355",2013,8867,11476
"136356",2013,-338,75382
"136357",2013,11793,87881
"136358",2013,934,7240
"136359",2013,320,15451
"136360",2013,4842,47336
"136361",2013,4966,42873
"136362",2013,4936,40282
"136363",2013,5106,46382
"136364",2013,5043,45796
"136365",2013,4609,42228
"136366",2013,4672,40530
"136367",2013,4712,41209
"136368",2013,4594,41381
"136369",2013,2115,28264
"136370",2013,6238,41000
"136371",2013,4980,34319
"136372",2013,23701,85241
"136373",2013,19385,660533
"136374",2013,1000,7088
"136375",2013,3680,22389
"136376",2013,936,23500
"136377",2013,11066,12172
"136378",2013,4034,4035
"136379",2013,44960,268543
"136380",2013,-1545,24308
"136381",2013,9506,49703
"136382",2013,67343,80600
"136383",2013,-3130,80764
"136384",2013,33589,91640
"136385",2013,4613,13512
"136386",2013,1958,11826
"136387",2013,-302,5977
"136388",2013,14411,33524
"136389",2013,12934,74395
"136390",2013,-217,17265
"136391",2013,-2875,46076
"136392",2013,18523,34816
"136393",2013,-154,63847
"136394",2013,99122,1288446
"136395",2013,759,137210
"136396",2013,358,89317
"136397",2013,584,150468
"136398",2013,1318,102029
"136399",2013,9892,52011
"136400",2013,1003,7232
"136401",2013,2261,15388
"136402",2013,2185,2785
"136403",2013,515,14390
"136404",2013,18964,24358
"136405",2013,17999,163745
"136406",2013,3242,26582
"136407",2013,17018,50153
"136408",2013,2747,30648
"136409",2013,26668,69588
"136410",2013,10107,205681
"136411",2013,4442,15701
"136412",2013,458,40526
"136413",2013,1873,29792
"136414",2013,-279,8314
"136415",2013,11150,18495
"136416",2013,2580,17863
"136417",2013,1086,6708
"136418",2013,1757,15927
"136419",2013,3034,47252
"136420",2013,174,7721
"136421",2013,4589,112598
"136422",2013,5664,41164
"136423",2013,-93,19831
"136424",2013,438,10741
"136425",2013,5503,114819
"136426",2013,22465,50759
"136427",2013,9188,37939
"136428",2013,156,30526
"136429",2013,30904,99665
"136430",2013,11082,15408
"136431",2013,14664,85650
"136432",2013,1219,5368
"136433",2013,628,31059
"136434",2013,5088,25616
"136435",2013,153,102656
